date,title,slug,region,healthcare_focus,it_focus,angle,primary_keyword,secondary_keyword,target_url
2027-01-09,Gesundheitseinrichtungen und E-Government-Schnittstellen in Vulkaneifel: 7 konkrete Handlungsfelder,vulkaneifel-e-government-schnittstellen-gesundheitseinrichtungen-foerdermittel-und-finanzierung,Vulkaneifel,Gesundheitseinrichtungen,E-Government-Schnittstellen,Foerdermittel und Finanzierung,Technologie Eifel,Breitbandausbau Eifel,/blog/vulkaneifel-e-government-schnittstellen-gesundheitseinrichtungen-foerdermittel-und-finanzierung/
2027-01-10,Open-Data-Initiativen in Mechernich: Was Mittelstand jetzt wissen muessen,mechernich-open-data-initiativen-mittelstand-kosten-nutzen-betrachtung,Mechernich,Mittelstand,Open-Data-Initiativen,Kosten-Nutzen-Betrachtung,Digitalisierung Eifel,Digitale Infrastruktur Eifel,/blog/mechernich-open-data-initiativen-mittelstand-kosten-nutzen-betrachtung/
2027-01-11,Energieprojekte in Nideggen: Leitfaden fuer digitale Zwillinge,nideggen-digitale-zwillinge-energieprojekte-umsetzungsfahrplan,Nideggen,Energieprojekte,digitale Zwillinge,Umsetzungsfahrplan,Innovation Eifel,IT-Standort Eifel,/blog/nideggen-digitale-zwillinge-energieprojekte-umsetzungsfahrplan/
2027-01-12,"Rechenzentrum-Modernisierung in der Region Daun: Chancen, Risiken und naechste Schritte fuer Industriebetriebe",daun-rechenzentrum-modernisierung-industriebetriebe-praxischeck,Daun,Industriebetriebe,Rechenzentrum-Modernisierung,Praxischeck,Technologie Eifel,Smart Region Eifel,/blog/daun-rechenzentrum-modernisierung-industriebetriebe-praxischeck/
2027-01-13,Smart-City-Technologien in Mayen: Betriebsorganisation fuer Startups,mayen-smart-city-technologien-startups-betriebsorganisation,Mayen,Startups,Smart-City-Technologien,Betriebsorganisation,Digitalisierung Eifel,Breitbandausbau Eifel,/blog/mayen-smart-city-technologien-startups-betriebsorganisation/
2027-01-14,Logistik und Mobilitaet und IoT-Sensorik in Blankenheim: 7 konkrete Handlungsfelder,blankenheim-iot-sensorik-logistik-und-mobilitaet-datenstrategie,Blankenheim,Logistik und Mobilitaet,IoT-Sensorik,Datenstrategie,Innovation Eifel,Digitale Infrastruktur Eifel,/blog/blankenheim-iot-sensorik-logistik-und-mobilitaet-datenstrategie/
2027-01-15,Glasfaserausbau in Eifelkreis Bitburg-Pruem: Was Buergerinitiativen jetzt wissen muessen,eifelkreis-bitburg-pruem-glasfaserausbau-buergerinitiativen-kooperationsmodelle,Eifelkreis Bitburg-Pruem,Buergerinitiativen,Glasfaserausbau,Kooperationsmodelle,Technologie Eifel,IT-Standort Eifel,/blog/eifelkreis-bitburg-pruem-glasfaserausbau-buergerinitiativen-kooperationsmodelle/
2027-01-16,Handwerksbetriebe in Mechernich: Leitfaden fuer Cyberabwehr gegen Phishing,mechernich-cyberabwehr-gegen-phishing-handwerksbetriebe-nachhaltigkeit,Mechernich,Handwerksbetriebe,Cyberabwehr gegen Phishing,Nachhaltigkeit,Digitalisierung Eifel,Smart Region Eifel,/blog/mechernich-cyberabwehr-gegen-phishing-handwerksbetriebe-nachhaltigkeit/
2027-01-17,"Energie-Monitoring in der Region Nideggen: Chancen, Risiken und naechste Schritte fuer Vereine und Ehrenamt",nideggen-energie-monitoring-vereine-und-ehrenamt-resilienz-und-krisenvorsorge,Nideggen,Vereine und Ehrenamt,Energie-Monitoring,Resilienz und Krisenvorsorge,Innovation Eifel,Breitbandausbau Eifel,/blog/nideggen-energie-monitoring-vereine-und-ehrenamt-resilienz-und-krisenvorsorge/
2027-01-18,Daun: Einstieg von Kommunen in 5G- und Campusnetze,daun-5g-und-campusnetze-kommunen-standortentwicklung,Daun,Kommunen,5G- und Campusnetze,Standortentwicklung,Technologie Eifel,Digitale Infrastruktur Eifel,/blog/daun-5g-und-campusnetze-kommunen-standortentwicklung/
2027-01-19,Standortfaktor Mayen: Warum Datenschutz nach DSGVO fuer Tourismusbetriebe strategisch ist,mayen-datenschutz-nach-dsgvo-tourismusbetriebe-personal-und-fachkraefteblick,Mayen,Tourismusbetriebe,Datenschutz nach DSGVO,Personal- und Fachkraefteblick,Digitalisierung Eifel,IT-Standort Eifel,/blog/mayen-datenschutz-nach-dsgvo-tourismusbetriebe-personal-und-fachkraefteblick/
2027-01-20,Blankenheim: Low-Code-Automatisierung als Hebel fuer Gesundheitseinrichtungen,blankenheim-low-code-automatisierung-gesundheitseinrichtungen-sicherheits-und-datenschutzperspektive,Blankenheim,Gesundheitseinrichtungen,Low-Code-Automatisierung,Sicherheits- und Datenschutzperspektive,Innovation Eifel,Smart Region Eifel,/blog/blankenheim-low-code-automatisierung-gesundheitseinrichtungen-sicherheits-und-datenschutzperspektive/
2027-01-21,Technologie-Update Eifelkreis Bitburg-Pruem: Cloud-Migration im Praxischeck fuer Mittelstand,eifelkreis-bitburg-pruem-cloud-migration-mittelstand-foerdermittel-und-finanzierung,Eifelkreis Bitburg-Pruem,Mittelstand,Cloud-Migration,Foerdermittel und Finanzierung,Technologie Eifel,Breitbandausbau Eifel,/blog/eifelkreis-bitburg-pruem-cloud-migration-mittelstand-foerdermittel-und-finanzierung/
2027-01-22,Mechernich im Fokus: Wie Energieprojekte mit Standortvernetzung resilienter werden,mechernich-standortvernetzung-energieprojekte-kosten-nutzen-betrachtung,Mechernich,Energieprojekte,Standortvernetzung,Kosten-Nutzen-Betrachtung,Digitalisierung Eifel,Digitale Infrastruktur Eifel,/blog/mechernich-standortvernetzung-energieprojekte-kosten-nutzen-betrachtung/
2027-01-23,Nideggen: Einstieg von Industriebetriebe in Geo- und Umweltdaten,nideggen-geo-und-umweltdaten-industriebetriebe-umsetzungsfahrplan,Nideggen,Industriebetriebe,Geo- und Umweltdaten,Umsetzungsfahrplan,Innovation Eifel,IT-Standort Eifel,/blog/nideggen-geo-und-umweltdaten-industriebetriebe-umsetzungsfahrplan/
2027-01-24,Standortfaktor Daun: Warum KI-Anwendungen im Alltag fuer Startups strategisch ist,daun-ki-anwendungen-im-alltag-startups-praxischeck,Daun,Startups,KI-Anwendungen im Alltag,Praxischeck,Technologie Eifel,Smart Region Eifel,/blog/daun-ki-anwendungen-im-alltag-startups-praxischeck/
2027-01-25,Mayen: digitale Bildung als Hebel fuer Logistik und Mobilitaet,mayen-digitale-bildung-logistik-und-mobilitaet-praxischeck,Mayen,Logistik und Mobilitaet,digitale Bildung,Praxischeck,Digitalisierung Eifel,Breitbandausbau Eifel,/blog/mayen-digitale-bildung-logistik-und-mobilitaet-praxischeck/
2027-01-26,Technologie-Update Blankenheim: E-Government-Schnittstellen im Praxischeck fuer Buergerinitiativen,blankenheim-e-government-schnittstellen-buergerinitiativen-betriebsorganisation,Blankenheim,Buergerinitiativen,E-Government-Schnittstellen,Betriebsorganisation,Innovation Eifel,Digitale Infrastruktur Eifel,/blog/blankenheim-e-government-schnittstellen-buergerinitiativen-betriebsorganisation/
2027-01-27,Open-Data-Initiativen in Euskirchen: Datenstrategie fuer Handwerksbetriebe,euskirchen-open-data-initiativen-handwerksbetriebe-datenstrategie,Euskirchen,Handwerksbetriebe,Open-Data-Initiativen,Datenstrategie,Technologie Eifel,IT-Standort Eifel,/blog/euskirchen-open-data-initiativen-handwerksbetriebe-datenstrategie/
2027-01-28,Vereine und Ehrenamt und digitale Zwillinge in Monschau: 7 konkrete Handlungsfelder,monschau-digitale-zwillinge-vereine-und-ehrenamt-kooperationsmodelle,Monschau,Vereine und Ehrenamt,digitale Zwillinge,Kooperationsmodelle,Digitalisierung Eifel,Smart Region Eifel,/blog/monschau-digitale-zwillinge-vereine-und-ehrenamt-kooperationsmodelle/
2027-01-29,Rechenzentrum-Modernisierung in Pruem: Was Kommunen jetzt wissen muessen,pruem-rechenzentrum-modernisierung-kommunen-nachhaltigkeit,Pruem,Kommunen,Rechenzentrum-Modernisierung,Nachhaltigkeit,Innovation Eifel,Breitbandausbau Eifel,/blog/pruem-rechenzentrum-modernisierung-kommunen-nachhaltigkeit/
2027-01-30,Tourismusbetriebe in Gerolstein: Leitfaden fuer Smart-City-Technologien,gerolstein-smart-city-technologien-tourismusbetriebe-resilienz-und-krisenvorsorge,Gerolstein,Tourismusbetriebe,Smart-City-Technologien,Resilienz und Krisenvorsorge,Technologie Eifel,Digitale Infrastruktur Eifel,/blog/gerolstein-smart-city-technologien-tourismusbetriebe-resilienz-und-krisenvorsorge/
2027-01-31,"IoT-Sensorik in der Region Kall: Chancen, Risiken und naechste Schritte fuer Gesundheitseinrichtungen",kall-iot-sensorik-gesundheitseinrichtungen-standortentwicklung,Kall,Gesundheitseinrichtungen,IoT-Sensorik,Standortentwicklung,Digitalisierung Eifel,IT-Standort Eifel,/blog/kall-iot-sensorik-gesundheitseinrichtungen-standortentwicklung/
2027-02-01,Glasfaserausbau in Heimbach: Personal- und Fachkraefteblick fuer Mittelstand,heimbach-glasfaserausbau-mittelstand-personal-und-fachkraefteblick,Heimbach,Mittelstand,Glasfaserausbau,Personal- und Fachkraefteblick,Innovation Eifel,Smart Region Eifel,/blog/heimbach-glasfaserausbau-mittelstand-personal-und-fachkraefteblick/
2027-02-02,Energieprojekte und Datenschutz nach DSGVO in Euskirchen: 7 konkrete Handlungsfelder,euskirchen-datenschutz-nach-dsgvo-energieprojekte-sicherheits-und-datenschutzperspektive,Euskirchen,Energieprojekte,Datenschutz nach DSGVO,Sicherheits- und Datenschutzperspektive,Technologie Eifel,Breitbandausbau Eifel,/blog/euskirchen-datenschutz-nach-dsgvo-energieprojekte-sicherheits-und-datenschutzperspektive/
2027-02-03,Telemedizinische Infrastruktur in Monschau: Was Industriebetriebe jetzt wissen muessen,monschau-telemedizinische-infrastruktur-industriebetriebe-foerdermittel-und-finanzierung,Monschau,Industriebetriebe,Telemedizinische Infrastruktur,Foerdermittel und Finanzierung,Digitalisierung Eifel,Digitale Infrastruktur Eifel,/blog/monschau-telemedizinische-infrastruktur-industriebetriebe-foerdermittel-und-finanzierung/
2027-02-04,Startups in Pruem: Leitfaden fuer IT-Sicherheit und Incident Response,pruem-it-sicherheit-und-incident-response-startups-kosten-nutzen-betrachtung,Pruem,Startups,IT-Sicherheit und Incident Response,Kosten-Nutzen-Betrachtung,Innovation Eifel,IT-Standort Eifel,/blog/pruem-it-sicherheit-und-incident-response-startups-kosten-nutzen-betrachtung/
2027-02-05,Gerolstein im Fokus: Wie Logistik und Mobilitaet mit digitale Verwaltungsprozesse resilienter werden,gerolstein-digitale-verwaltungsprozesse-logistik-und-mobilitaet-umsetzungsfahrplan,Gerolstein,Logistik und Mobilitaet,digitale Verwaltungsprozesse,Umsetzungsfahrplan,Technologie Eifel,Smart Region Eifel,/blog/gerolstein-digitale-verwaltungsprozesse-logistik-und-mobilitaet-umsetzungsfahrplan/
2027-02-06,Kall: Einstieg von Buergerinitiativen in Low-Code-Automatisierung,kall-low-code-automatisierung-buergerinitiativen-praxischeck,Kall,Buergerinitiativen,Low-Code-Automatisierung,Praxischeck,Digitalisierung Eifel,Breitbandausbau Eifel,/blog/kall-low-code-automatisierung-buergerinitiativen-praxischeck/
2027-02-07,Standortfaktor Heimbach: Warum Cloud-Migration fuer Handwerksbetriebe strategisch ist,heimbach-cloud-migration-handwerksbetriebe-betriebsorganisation,Heimbach,Handwerksbetriebe,Cloud-Migration,Betriebsorganisation,Innovation Eifel,Digitale Infrastruktur Eifel,/blog/heimbach-cloud-migration-handwerksbetriebe-betriebsorganisation/
2027-02-08,Euskirchen: Standortvernetzung als Hebel fuer Vereine und Ehrenamt,euskirchen-standortvernetzung-vereine-und-ehrenamt-datenstrategie,Euskirchen,Vereine und Ehrenamt,Standortvernetzung,Datenstrategie,Technologie Eifel,IT-Standort Eifel,/blog/euskirchen-standortvernetzung-vereine-und-ehrenamt-datenstrategie/
2027-02-09,Technologie-Update Monschau: Geo- und Umweltdaten im Praxischeck fuer Kommunen,monschau-geo-und-umweltdaten-kommunen-kooperationsmodelle,Monschau,Kommunen,Geo- und Umweltdaten,Kooperationsmodelle,Digitalisierung Eifel,Smart Region Eifel,/blog/monschau-geo-und-umweltdaten-kommunen-kooperationsmodelle/
2027-02-10,Pruem im Fokus: Wie Tourismusbetriebe mit KI-Anwendungen im Alltag resilienter werden,pruem-ki-anwendungen-im-alltag-tourismusbetriebe-nachhaltigkeit,Pruem,Tourismusbetriebe,KI-Anwendungen im Alltag,Nachhaltigkeit,Innovation Eifel,Breitbandausbau Eifel,/blog/pruem-ki-anwendungen-im-alltag-tourismusbetriebe-nachhaltigkeit/
2027-02-11,Gerolstein: Einstieg von Gesundheitseinrichtungen in digitale Bildung,gerolstein-digitale-bildung-gesundheitseinrichtungen-resilienz-und-krisenvorsorge,Gerolstein,Gesundheitseinrichtungen,digitale Bildung,Resilienz und Krisenvorsorge,Technologie Eifel,Digitale Infrastruktur Eifel,/blog/gerolstein-digitale-bildung-gesundheitseinrichtungen-resilienz-und-krisenvorsorge/
2027-02-12,Standortfaktor Kall: Warum E-Government-Schnittstellen fuer Mittelstand strategisch ist,kall-e-government-schnittstellen-mittelstand-standortentwicklung,Kall,Mittelstand,E-Government-Schnittstellen,Standortentwicklung,Digitalisierung Eifel,IT-Standort Eifel,/blog/kall-e-government-schnittstellen-mittelstand-standortentwicklung/
2027-02-13,Vulkaneifel: Open-Data-Initiativen als Hebel fuer Energieprojekte,vulkaneifel-open-data-initiativen-energieprojekte-standortentwicklung,Vulkaneifel,Energieprojekte,Open-Data-Initiativen,Standortentwicklung,Innovation Eifel,Smart Region Eifel,/blog/vulkaneifel-open-data-initiativen-energieprojekte-standortentwicklung/
2027-02-14,"Digitale Zwillinge in der Region Bad Muenstereifel: Chancen, Risiken und naechste Schritte fuer Industriebetriebe",bad-muenstereifel-digitale-zwillinge-industriebetriebe-personal-und-fachkraefteblick,Bad Muenstereifel,Industriebetriebe,digitale Zwillinge,Personal- und Fachkraefteblick,Technologie Eifel,Breitbandausbau Eifel,/blog/bad-muenstereifel-digitale-zwillinge-industriebetriebe-personal-und-fachkraefteblick/
2027-02-15,Glasfaserausbau in Schleiden: Sicherheits- und Datenschutzperspektive fuer Startups,schleiden-glasfaserausbau-startups-sicherheits-und-datenschutzperspektive,Schleiden,Startups,Glasfaserausbau,Sicherheits- und Datenschutzperspektive,Digitalisierung Eifel,Digitale Infrastruktur Eifel,/blog/schleiden-glasfaserausbau-startups-sicherheits-und-datenschutzperspektive/
2027-02-16,Logistik und Mobilitaet und Cyberabwehr gegen Phishing in Bitburg: 7 konkrete Handlungsfelder,bitburg-cyberabwehr-gegen-phishing-logistik-und-mobilitaet-foerdermittel-und-finanzierung,Bitburg,Logistik und Mobilitaet,Cyberabwehr gegen Phishing,Foerdermittel und Finanzierung,Innovation Eifel,IT-Standort Eifel,/blog/bitburg-cyberabwehr-gegen-phishing-logistik-und-mobilitaet-foerdermittel-und-finanzierung/
2027-02-17,Energie-Monitoring in Adenau: Was Buergerinitiativen jetzt wissen muessen,adenau-energie-monitoring-buergerinitiativen-kosten-nutzen-betrachtung,Adenau,Buergerinitiativen,Energie-Monitoring,Kosten-Nutzen-Betrachtung,Technologie Eifel,Smart Region Eifel,/blog/adenau-energie-monitoring-buergerinitiativen-kosten-nutzen-betrachtung/
2027-02-18,Handwerksbetriebe in Nettersheim: Leitfaden fuer 5G- und Campusnetze,nettersheim-5g-und-campusnetze-handwerksbetriebe-umsetzungsfahrplan,Nettersheim,Handwerksbetriebe,5G- und Campusnetze,Umsetzungsfahrplan,Digitalisierung Eifel,Breitbandausbau Eifel,/blog/nettersheim-5g-und-campusnetze-handwerksbetriebe-umsetzungsfahrplan/
2027-02-19,"Datenschutz nach DSGVO in der Region Vulkaneifel: Chancen, Risiken und naechste Schritte fuer Vereine und Ehrenamt",vulkaneifel-datenschutz-nach-dsgvo-vereine-und-ehrenamt-praxischeck,Vulkaneifel,Vereine und Ehrenamt,Datenschutz nach DSGVO,Praxischeck,Innovation Eifel,Digitale Infrastruktur Eifel,/blog/vulkaneifel-datenschutz-nach-dsgvo-vereine-und-ehrenamt-praxischeck/
2027-02-20,Telemedizinische Infrastruktur in Bad Muenstereifel: Betriebsorganisation fuer Kommunen,bad-muenstereifel-telemedizinische-infrastruktur-kommunen-betriebsorganisation,Bad Muenstereifel,Kommunen,Telemedizinische Infrastruktur,Betriebsorganisation,Technologie Eifel,IT-Standort Eifel,/blog/bad-muenstereifel-telemedizinische-infrastruktur-kommunen-betriebsorganisation/
2027-02-21,Tourismusbetriebe und IT-Sicherheit und Incident Response in Schleiden: 7 konkrete Handlungsfelder,schleiden-it-sicherheit-und-incident-response-tourismusbetriebe-datenstrategie,Schleiden,Tourismusbetriebe,IT-Sicherheit und Incident Response,Datenstrategie,Digitalisierung Eifel,Smart Region Eifel,/blog/schleiden-it-sicherheit-und-incident-response-tourismusbetriebe-datenstrategie/
2027-02-22,Digitale Verwaltungsprozesse in Bitburg: Was Gesundheitseinrichtungen jetzt wissen muessen,bitburg-digitale-verwaltungsprozesse-gesundheitseinrichtungen-kooperationsmodelle,Bitburg,Gesundheitseinrichtungen,digitale Verwaltungsprozesse,Kooperationsmodelle,Innovation Eifel,Breitbandausbau Eifel,/blog/bitburg-digitale-verwaltungsprozesse-gesundheitseinrichtungen-kooperationsmodelle/
2027-02-23,Technologie-Update Adenau: Low-Code-Automatisierung im Praxischeck fuer Mittelstand,adenau-low-code-automatisierung-mittelstand-nachhaltigkeit,Adenau,Mittelstand,Low-Code-Automatisierung,Nachhaltigkeit,Technologie Eifel,Digitale Infrastruktur Eifel,/blog/adenau-low-code-automatisierung-mittelstand-nachhaltigkeit/
2027-02-24,Nettersheim im Fokus: Wie Energieprojekte mit Cloud-Migration resilienter werden,nettersheim-cloud-migration-energieprojekte-resilienz-und-krisenvorsorge,Nettersheim,Energieprojekte,Cloud-Migration,Resilienz und Krisenvorsorge,Digitalisierung Eifel,IT-Standort Eifel,/blog/nettersheim-cloud-migration-energieprojekte-resilienz-und-krisenvorsorge/
2027-02-25,Vulkaneifel: Einstieg von Industriebetriebe in Standortvernetzung,vulkaneifel-standortvernetzung-industriebetriebe-standortentwicklung,Vulkaneifel,Industriebetriebe,Standortvernetzung,Standortentwicklung,Innovation Eifel,Smart Region Eifel,/blog/vulkaneifel-standortvernetzung-industriebetriebe-standortentwicklung/
2027-02-26,Standortfaktor Bad Muenstereifel: Warum Geo- und Umweltdaten fuer Startups strategisch ist,bad-muenstereifel-geo-und-umweltdaten-startups-personal-und-fachkraefteblick,Bad Muenstereifel,Startups,Geo- und Umweltdaten,Personal- und Fachkraefteblick,Technologie Eifel,Breitbandausbau Eifel,/blog/bad-muenstereifel-geo-und-umweltdaten-startups-personal-und-fachkraefteblick/
2027-02-27,Schleiden: KI-Anwendungen im Alltag als Hebel fuer Logistik und Mobilitaet,schleiden-ki-anwendungen-im-alltag-logistik-und-mobilitaet-sicherheits-und-datenschutzperspektive,Schleiden,Logistik und Mobilitaet,KI-Anwendungen im Alltag,Sicherheits- und Datenschutzperspektive,Digitalisierung Eifel,Digitale Infrastruktur Eifel,/blog/schleiden-ki-anwendungen-im-alltag-logistik-und-mobilitaet-sicherheits-und-datenschutzperspektive/
2027-02-28,Technologie-Update Bitburg: digitale Zwillinge im Praxischeck fuer Buergerinitiativen,bitburg-digitale-zwillinge-buergerinitiativen-foerdermittel-und-finanzierung,Bitburg,Buergerinitiativen,digitale Zwillinge,Foerdermittel und Finanzierung,Innovation Eifel,IT-Standort Eifel,/blog/bitburg-digitale-zwillinge-buergerinitiativen-foerdermittel-und-finanzierung/
2027-03-01,Adenau im Fokus: Wie Handwerksbetriebe mit Rechenzentrum-Modernisierung resilienter werden,adenau-rechenzentrum-modernisierung-handwerksbetriebe-kosten-nutzen-betrachtung,Adenau,Handwerksbetriebe,Rechenzentrum-Modernisierung,Kosten-Nutzen-Betrachtung,Technologie Eifel,Smart Region Eifel,/blog/adenau-rechenzentrum-modernisierung-handwerksbetriebe-kosten-nutzen-betrachtung/
2027-03-02,Blankenheim: Einstieg von Vereine und Ehrenamt in Smart-City-Technologien,blankenheim-smart-city-technologien-vereine-und-ehrenamt-umsetzungsfahrplan,Blankenheim,Vereine und Ehrenamt,Smart-City-Technologien,Umsetzungsfahrplan,Digitalisierung Eifel,Breitbandausbau Eifel,/blog/blankenheim-smart-city-technologien-vereine-und-ehrenamt-umsetzungsfahrplan/
2027-03-03,Standortfaktor Eifelkreis Bitburg-Pruem: Warum IoT-Sensorik fuer Kommunen strategisch ist,eifelkreis-bitburg-pruem-iot-sensorik-kommunen-praxischeck,Eifelkreis Bitburg-Pruem,Kommunen,IoT-Sensorik,Praxischeck,Innovation Eifel,Digitale Infrastruktur Eifel,/blog/eifelkreis-bitburg-pruem-iot-sensorik-kommunen-praxischeck/
2027-03-04,Tourismusbetriebe in Mechernich: Leitfaden fuer Glasfaserausbau,mechernich-glasfaserausbau-tourismusbetriebe-praxischeck,Mechernich,Tourismusbetriebe,Glasfaserausbau,Praxischeck,Technologie Eifel,IT-Standort Eifel,/blog/mechernich-glasfaserausbau-tourismusbetriebe-praxischeck/
2027-03-05,"Cyberabwehr gegen Phishing in der Region Nideggen: Chancen, Risiken und naechste Schritte fuer Gesundheitseinrichtungen",nideggen-cyberabwehr-gegen-phishing-gesundheitseinrichtungen-betriebsorganisation,Nideggen,Gesundheitseinrichtungen,Cyberabwehr gegen Phishing,Betriebsorganisation,Digitalisierung Eifel,Smart Region Eifel,/blog/nideggen-cyberabwehr-gegen-phishing-gesundheitseinrichtungen-betriebsorganisation/
2027-03-06,Energie-Monitoring in Daun: Datenstrategie fuer Mittelstand,daun-energie-monitoring-mittelstand-datenstrategie,Daun,Mittelstand,Energie-Monitoring,Datenstrategie,Innovation Eifel,Breitbandausbau Eifel,/blog/daun-energie-monitoring-mittelstand-datenstrategie/
2027-03-07,Energieprojekte und 5G- und Campusnetze in Mayen: 7 konkrete Handlungsfelder,mayen-5g-und-campusnetze-energieprojekte-kooperationsmodelle,Mayen,Energieprojekte,5G- und Campusnetze,Kooperationsmodelle,Technologie Eifel,Digitale Infrastruktur Eifel,/blog/mayen-5g-und-campusnetze-energieprojekte-kooperationsmodelle/
2027-03-08,Datenschutz nach DSGVO in Blankenheim: Was Industriebetriebe jetzt wissen muessen,blankenheim-datenschutz-nach-dsgvo-industriebetriebe-nachhaltigkeit,Blankenheim,Industriebetriebe,Datenschutz nach DSGVO,Nachhaltigkeit,Digitalisierung Eifel,IT-Standort Eifel,/blog/blankenheim-datenschutz-nach-dsgvo-industriebetriebe-nachhaltigkeit/
2027-03-09,Startups in Eifelkreis Bitburg-Pruem: Leitfaden fuer Telemedizinische Infrastruktur,eifelkreis-bitburg-pruem-telemedizinische-infrastruktur-startups-resilienz-und-krisenvorsorge,Eifelkreis Bitburg-Pruem,Startups,Telemedizinische Infrastruktur,Resilienz und Krisenvorsorge,Innovation Eifel,Smart Region Eifel,/blog/eifelkreis-bitburg-pruem-telemedizinische-infrastruktur-startups-resilienz-und-krisenvorsorge/
2027-03-10,"IT-Sicherheit und Incident Response in der Region Mechernich: Chancen, Risiken und naechste Schritte fuer Logistik und Mobilitaet",mechernich-it-sicherheit-und-incident-response-logistik-und-mobilitaet-standortentwicklung,Mechernich,Logistik und Mobilitaet,IT-Sicherheit und Incident Response,Standortentwicklung,Technologie Eifel,Breitbandausbau Eifel,/blog/mechernich-it-sicherheit-und-incident-response-logistik-und-mobilitaet-standortentwicklung/
2027-03-11,Digitale Verwaltungsprozesse in Nideggen: Personal- und Fachkraefteblick fuer Buergerinitiativen,nideggen-digitale-verwaltungsprozesse-buergerinitiativen-personal-und-fachkraefteblick,Nideggen,Buergerinitiativen,digitale Verwaltungsprozesse,Personal- und Fachkraefteblick,Digitalisierung Eifel,Digitale Infrastruktur Eifel,/blog/nideggen-digitale-verwaltungsprozesse-buergerinitiativen-personal-und-fachkraefteblick/
2027-03-12,Handwerksbetriebe und Low-Code-Automatisierung in Daun: 7 konkrete Handlungsfelder,daun-low-code-automatisierung-handwerksbetriebe-sicherheits-und-datenschutzperspektive,Daun,Handwerksbetriebe,Low-Code-Automatisierung,Sicherheits- und Datenschutzperspektive,Innovation Eifel,IT-Standort Eifel,/blog/daun-low-code-automatisierung-handwerksbetriebe-sicherheits-und-datenschutzperspektive/
2027-03-13,Mayen: KI-Anwendungen im Alltag als Hebel fuer Vereine und Ehrenamt,mayen-ki-anwendungen-im-alltag-vereine-und-ehrenamt-foerdermittel-und-finanzierung,Mayen,Vereine und Ehrenamt,KI-Anwendungen im Alltag,Foerdermittel und Finanzierung,Technologie Eifel,Smart Region Eifel,/blog/mayen-ki-anwendungen-im-alltag-vereine-und-ehrenamt-foerdermittel-und-finanzierung/
2027-03-14,Technologie-Update Blankenheim: digitale Bildung im Praxischeck fuer Kommunen,blankenheim-digitale-bildung-kommunen-kosten-nutzen-betrachtung,Blankenheim,Kommunen,digitale Bildung,Kosten-Nutzen-Betrachtung,Digitalisierung Eifel,Breitbandausbau Eifel,/blog/blankenheim-digitale-bildung-kommunen-kosten-nutzen-betrachtung/
2027-03-15,Eifelkreis Bitburg-Pruem im Fokus: Wie Tourismusbetriebe mit E-Government-Schnittstellen resilienter werden,eifelkreis-bitburg-pruem-e-government-schnittstellen-tourismusbetriebe-umsetzungsfahrplan,Eifelkreis Bitburg-Pruem,Tourismusbetriebe,E-Government-Schnittstellen,Umsetzungsfahrplan,Innovation Eifel,Digitale Infrastruktur Eifel,/blog/eifelkreis-bitburg-pruem-e-government-schnittstellen-tourismusbetriebe-umsetzungsfahrplan/
2027-03-16,Mechernich: Einstieg von Gesundheitseinrichtungen in Open-Data-Initiativen,mechernich-open-data-initiativen-gesundheitseinrichtungen-praxischeck,Mechernich,Gesundheitseinrichtungen,Open-Data-Initiativen,Praxischeck,Technologie Eifel,IT-Standort Eifel,/blog/mechernich-open-data-initiativen-gesundheitseinrichtungen-praxischeck/
2027-03-17,Standortfaktor Nideggen: Warum digitale Zwillinge fuer Mittelstand strategisch ist,nideggen-digitale-zwillinge-mittelstand-betriebsorganisation,Nideggen,Mittelstand,digitale Zwillinge,Betriebsorganisation,Digitalisierung Eifel,Smart Region Eifel,/blog/nideggen-digitale-zwillinge-mittelstand-betriebsorganisation/
2027-03-18,Daun: Rechenzentrum-Modernisierung als Hebel fuer Energieprojekte,daun-rechenzentrum-modernisierung-energieprojekte-datenstrategie,Daun,Energieprojekte,Rechenzentrum-Modernisierung,Datenstrategie,Innovation Eifel,Breitbandausbau Eifel,/blog/daun-rechenzentrum-modernisierung-energieprojekte-datenstrategie/
2027-03-19,Technologie-Update Kall: Smart-City-Technologien im Praxischeck fuer Industriebetriebe,kall-smart-city-technologien-industriebetriebe-kooperationsmodelle,Kall,Industriebetriebe,Smart-City-Technologien,Kooperationsmodelle,Technologie Eifel,Digitale Infrastruktur Eifel,/blog/kall-smart-city-technologien-industriebetriebe-kooperationsmodelle/
2027-03-20,Heimbach im Fokus: Wie Startups mit IoT-Sensorik resilienter werden,heimbach-iot-sensorik-startups-nachhaltigkeit,Heimbach,Startups,IoT-Sensorik,Nachhaltigkeit,Digitalisierung Eifel,IT-Standort Eifel,/blog/heimbach-iot-sensorik-startups-nachhaltigkeit/
2027-03-21,Euskirchen: Einstieg von Logistik und Mobilitaet in Glasfaserausbau,euskirchen-glasfaserausbau-logistik-und-mobilitaet-resilienz-und-krisenvorsorge,Euskirchen,Logistik und Mobilitaet,Glasfaserausbau,Resilienz und Krisenvorsorge,Innovation Eifel,Smart Region Eifel,/blog/euskirchen-glasfaserausbau-logistik-und-mobilitaet-resilienz-und-krisenvorsorge/
